X,Y,OBJECTID,PANTHERID,SEX,AGE,LOCATION,CAUSE,YEAR,Date,PANTHERID2,MORTID,AGE_UNITS,COUNTY,last_edited_date
639575.865800001,263052.6187,567,UCFP338,Female,4,CR846 at the intersection with Wild Turkey Drive.  Northbound lane,Vehicular trauma,2018,2018/09/10 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
655429.911600001,274032.1361,568,UCFP339,Male,5,"SR29, north of Immokalee.  1/3 mi north of SR29/29A intersection.",Vehicular trauma,2018,2018/10/07 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
686784.995299999,276058.653,569,UCFP340,Female,4,"On CR833, 1/3 mi east of CR846",Vehicular trauma,2018,2018/10/10 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
686784.995299999,276058.653,570,UCFP341,Male,4,"On CR833, 1/3 mi east of CR846",Vehicular trauma,2018,2018/10/10 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
680939.0777,272508.0159,571,UCFP342,Male,4,5.1km west of Duck Curve on CR846,Vehicular trauma,2018,2018/10/17 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
624299.721500002,285846.6332,572,UCFP343,Male,2,"Daniel's Parkway, 4km SW of SR82; just north of Ft Myers International Airport.",Vehicular trauma,2018,2018/10/17 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
651852.3858,286213.7002,573,UCFP344,Female,9,"Felda.  Church Rd, about 2 mi west of SR29.",Vehicular trauma,2018,2018/12/08 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
643210.823600002,252852.2536,574,UCFP345,Male,4.5,300 m. North of 14th Av NE along canal to the west of Everglades Blvd.,Intraspecific aggression,2018,2018/12/29 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
670370.541299999,310032.4772,575,UCFP346,Male,3,"Hit in westbound lane of SR80, approx 1.8 km east of the junction with Wellington Pkwy.",Vehicular trauma,2019,2019/01/30 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
647880.177000001,248894.126,576,UCFP347,Female,8,DeSoto Blvd between 4th and 6th Aves SE.  GGE.,Vehicular trauma,2019,2019/02/08 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
648318.256000001,294746.3109,577,UCFP348,Male,9,Duda Orange Grove 6.8km NNE of Hendry Cty Landfill.  N. of Townsend Canal.,Intraspecific aggression,2019,2019/02/11 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
637367.780299999,249516.6388,578,UCFP349,Male,2,GG Blvd approximately 100 ft. E of 7th St SW.,Vehicular trauma,2019,2019/02/19 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
668354.597399998,271521.0301,579,UCFP350,Male,2,CR846 3.25km west of County Line Rd,Vehicular trauma,2019,2019/03/08 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
646588.121599998,280580.3296,580,UCFP351,Male,7,"SR82, westbound lanes, 390m west of intersection with Corkscrew Road",Vehicular trauma,2019,2019/03/24 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
647901.5064,303431.7924,581,UCFP352,Male,4,SR80 west of Labelle.  Hit just east of bridge crossing creek.  Carcass was approx. 820 m west of junction with Murray Rd.,Vehicular trauma,2019,2019/03/30 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
668238.2141,271501.1663,582,UCFP353,Female,1.5,CR846 2 miles W of County Line Rd,Vehicular trauma,2019,2019/04/14 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
690943.794,276237.9241,583,UCFP354,Male,5.5,"On CR 833, 3 miles east of CR 846.",Vehicular trauma,2019,2019/04/30 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
629433.383499999,287455.2855,584,UCFP355,Male,1.8,"SR82 Lehigh to south, preserve to north. Across from Conservation 2020 land - Wild Turkey Strand Preserve",Vehicular trauma,2019,2019/05/21 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
663321.830699999,273733.9767,585,UCFP356,Female,5,"East of Gopher Ridge Rd, 6km east of Immokalee.",Intraspecific aggression,2019,2019/06/27 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
632453.738000002,286039.4516,586,UCFP357,Female,1.5,Found on south side of SR82 at the junction with Alabama Road.  This is 2.5km east of Wild Turkey Strand Preserve where a similar aged male panther was HBC on 21 May 2019 (UCFP355),Vehicular trauma,2019,2019/07/03 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
636693.537599999,249516.4259,587,UCFP358,Female,5,"on sidewalk (appears to have been pulled off the road), east bound",Vehicular trauma,2019,2019/07/22 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
636693.537599999,249516.4259,588,UCFP359,Female, ,"Golden gate Blvd, east bound,near 9th ave NW.",Vehicular trauma,2019,2019/07/22 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
636693.537599999,249516.4259,589,UCFP360,Male, ,"Golden Gate Blvd, close to 9th ave NW, east bound",Vehicular trauma,2019,2019/07/22 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
636694.5867,283175.3811,590,UCFP361,Female,11,"Lehigh Acres. SR82, 300 ft east of Homestead Rd.",Vehicular trauma,2019,2019/07/26 00:00:00+00, ,,Months,Lee,2025/08/22 19:21:02+00
681255.647300001,272510.6887,591,UCFP362,Female, ,"CR846, 3 miles west of Duck Curve",Vehicular trauma,2019,2019/08/15 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
670744.352499999,310020.495,592,UCFP363,Female,2,SR80. 10.25 miles east of LaBelle (SR29),Vehicular trauma,2019,2019/09/02 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
645035.283799998,244501.1,593,UCFP364,Female,4,"in woods at SW corner of 26th 
Ave SE and Everglades Blvd.",Vehicular trauma,2019,2019/09/24 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
621788.442899998,267766.3906,594,UCFP365,Male,2.5,I75 southbound at mile marker 120,Vehicular trauma,2019,2019/10/05 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
655094.098000001,283996.3031,595,UCFP366,Male,3.5,"Carcass located on east side of SR29; 700m south of the Felda Store.",Vehicular trauma,2019,2019/10/31 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
675447.3543,257141.6652,596,UCFP367,Female,4.5,Orange grove SE of old Hendry County Prison,Vehicular trauma,2019,2019/11/01 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
755284.473000001,336160.3054,597,UCFP368,Male,3.5,Hwy 710 (Beeline) about two miles south of Indiantown,Vehicular trauma,2019,2019/11/02 00:00:00+00, ,,Years,Martin,2025/08/22 19:21:02+00
664496.699099999,264644.5608,598,UCFP369,Female,2.25,Owl Hammock Curve in northbound lane of SR29.  At entrance to Harker Pasture on Immokalee Ranch.,Vehicular trauma,2019,2019/11/06 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
645556.321600001,284470.315,599,UCFP370,Male,2.5,Church Rd.  2.25 mi north of SR82.,Vehicular trauma,2019,2019/11/13 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
666257.292300001,290274.214,600,UCFP371,Female,3.5,CR832 in Okaloacoochee Slough State Forest,Vehicular trauma,2019,2019/11/14 00:00:00+00, ,,Months,Hendry,2025/08/22 19:21:02+00
660361.246100001,241550.3268,601,UCFP372,Female,11,Carcass located just off pavement of east bound lanes of I75 on right shoulder just west of MM82.5.,Vehicular trauma,2019,2019/12/30 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
652826.582800001,286362.6014,602,UCFP373,Female,2,"Corner of Felda Church Rd and David C. Brown Rd. North of Felda, West of SR29",Vehicular trauma,2020,2020/01/02 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
659284.808800001,269677.2601,603,UCFP374,Female,3,"SR 29 0.25 miles north of stoplight for Farmworker Village, Immokalee",Vehicular trauma,2020,2020/01/09 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
685707.322700001,287076.8155,604,UCFP375,Female, ,"Hendry County Road 833, ~60 meters south of Dinner Island Cow Pens gate .",Vehicular trauma,2020,2020/01/01 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
641703.658799998,409958.488,605,UCFP376,Male,3.5,970 m south of the South Scenic Highway on east side of the CSX train tracks.  ,Other,2020,2020/01/04 00:00:00+00, ,,Years,Polk,2025/08/22 19:21:02+00
647680.6197,280297.9674,606,UCFP377,Female,1,SR82 approx 750m from 850 Junction (Corkscrew Rd),Vehicular trauma,2020,2020/01/21 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
646698.673799999,280551.9243,607,UCFP378,Male,1.75,Panther was hit right adjacent to an entry into the grove on the north side of SR82.  ,Vehicular trauma,2020,2020/01/27 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
663616.2214,271062.3562,608,UCFP379,Male,3.5,CR846 near Dupree Grade,Vehicular trauma,2020,2020/02/19 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
663034.236699998,266094.8496,609,UCFP380,Male, ,SR29 4 miles SE of Immokalee,Vehicular trauma,2020,2020/02/19 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
648147.1941,303679.3724,610,UCFP381,Male,3,SR80 by future C-43 reservoir.,Vehicular trauma,2020,2020/03/02 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
666902.795499999,271211.154,611,UCFP382,Female,1.5,CR846. 3 miles west of County Line Rd (CR858).  Near wildlife underpass.,Illegal kill,2020,2020/03/08 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
633992.663400002,247601.9279,612,UCFP383,Male,2,"East end of White Boulevard, first driveway east of the canal on north side of road.  Located just at the location where White Blvd curves south and turns into 23rd St SW.  Found 14m off the road in brush just east of driveway.",Vehicular trauma,2020,2020/05/03 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
670842.193599999,310021.8673,613,UCFP384,Male,7,17km east of Labelle on SR80.  South of Long Hammock near bridge over canal that feeds into Caloosahatchee River near Ortona Locks.  Location was 2.5km south of the River.,Vehicular trauma,2020,2020/05/11 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
630924.1263,237042.3382,614,UCFP385,Female,1.17,Southbound lanes of CR951.  Hit approximately 140m north of the junction with The Lords Way.,Vehicular trauma,2020,2020/05/30 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
636363.6008,283274.6567,615,UCFP386,Female,4,"SR82 and Homestead Rd, just south of Lehigh Acres. Major construction zone. Family group made several crossing/attempts since heavy rains last night. Large waist-high concrete barrier set up inches from the road that panthers were forced to leap over.",Vehicular trauma,2020,2020/07/30 00:00:00+00, ,,Months,Lee,2025/08/22 19:21:02+00
668092.4921,289472.5284,616,UCFP387,Female,3,"CR832 (Keri Rd.), 350m west of the entrance to Wild Cow Grade on OK Slough State Forest",Vehicular trauma,2020,2020/08/12 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
666041.225400001,271152.1816,617,UCFP388,Male,3.5,"CR846, 5.6km west of County Line Road.  Carcass was located within 10 feet of the west end of the wildlife underpass fencing.",Vehicular trauma,2020,2020/09/18 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
639884.248599999,274124.4826,618,UCFP389,Male,9,"Corkscrew Road, 500m E of TPI Road",Vehicular trauma,2020,2020/11/18 00:00:00+00, ,,Months,Lee,2025/08/22 19:21:02+00
665594.179699998,309929.6012,619,UCFP390,Male,2,"SR80 6 mi east of Labelle, bridge of underpass",Vehicular trauma,2020,2020/12/01 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
637840.549699999,241120.0295,620,UCFP391,Male,2,"I-75, MM97",Vehicular trauma,2020,2020/12/25 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
649628.887499999,259549.1787,621,UCFP392,Male,3,Oil Well Grade Rd.,Vehicular trauma,2020,2020/12/28 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
621411.252700001,280541.8605,622,UCFP393,Female,3,"Terminal Access Road to RSW, east bound lanes.  Panther pulled itself into woods on south side of road after collision.  Occurred 1km east of Treeline Avenue intersection.",Vehicular trauma,2021,2021/01/02 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
664819.180100001,259408.3585,623,UCFP394,Female,2,SR29 1km north of CR858,Vehicular trauma,2021,2021/01/04 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
662508.3125,327720.3929,624,UCFP395,Male,2,"Was located on County Road 74 in Glades County, 3.2km west of the junction with SR29.  Panther was found between the barbed wire fence and shoulder of the road.",Intraspecific aggression,2021,2021/01/11 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
629216.3178,287552.3034,625,UCFP396,Male,2,SR82 east of Rod and Gun Club Rd,Vehicular trauma,2021,2021/01/21 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
700967.943999998,266684.9529,626,UCFP397,Male,5,5.1 km N of Big Cypress SIR Air Field,Intraspecific aggression,2021,2021/02/01 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
628175.345699999,288020.4192,627,UCFP398,Female,7,"SR82, 950 m SE of Daniels Pkwy, in the new median.",Vehicular trauma,2021,2021/02/13 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
604659.760499999,400524.0688,628,UCFP399,Male,4.5,SR62 in NW Hardee County.   Located 2.2 km east of the junction with Brewster Rd.,Vehicular trauma,2021,2021/03/10 00:00:00+00, ,,Years,Hardee,2025/08/22 19:21:02+00
642822.493099999,241107.7916,629,UCFP400,Male,1.5,Southbound lanes of I-75 on south shoulder.  Located just east of MM94.,Vehicular trauma,2021,2021/03/21 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
651280.609999999,265026.5175,630,UCFP401,Female,1,Immokalee Rd. 2.75 mi east of Oil Well Grade Rd,Vehicular trauma,2021,2021/04/10 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
670583.462000001,271626.1879,631,UCFP402,Female,3.5,"CR846, 1km west of County Line Road",Vehicular trauma,2021,2021/05/18 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664164.949900001,215682.7391,632,UCFP403,Male,1.75,SR29. 3/4 mile north of US41.,Vehicular trauma,2021,2021/05/27 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
646493.1664,286124.1298,633,UCFP404,Female,4.5,Church Rd. just south of Hendry County Landfill.,Vehicular trauma,2021,2021/06/03 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
665099.3347,237375.7051,634,UCFP405,Male,2,"SR29, 2miles south of I75",Vehicular trauma,2021,2021/06/04 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
621677.024999999,284437.989,635,UCFP406,Male,2.5,Daniels Pkwy 1.5 mi E of I-75,Vehicular trauma,2021,2021/07/09 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
643297.9604,227913.3768,636,UCFP407,Female,2.5,"Old agricultural fields east of Miller between 110-112th Av, approximately 100m east of Miller.",Unknown,2021,2021/08/15 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
646223.331,280507.3462,637,UCFP408,Male,8,west of junction SR82 and Corkscrew Rd,Vehicular trauma,2021,2021/08/25 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
673365.27,229273.2054,638,UCFP409,Male,4.5,"Turner River Road, 5.1km north of Wagon Wheel Rd",Vehicular trauma,2021,2021/09/28 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
665037.8391,240125.7725,639,UCFP410,Male,3,SR29.  1 mile south of I-75,Vehicular trauma,2021,2021/09/28 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
625292.177499998,286355.8021,640,UCFP411,Female,11,Daniels Parkway 1.8km NE of Gateway Blvd,Vehicular trauma,2021,2021/09/29 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
641371.630800001,302866.66,641,UCFP412,Male,3,"SR80, 1/2 mi west of Townsend Canal Rd (NW corner of future C-43 reservoir).",Vehicular trauma,2021,2021/10/16 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
627913.250399999,274106.2492,642,UCFP413,Female,4,"Corkscrew Rd., west of Alico Rd.",Vehicular trauma,2021,2021/10/30 00:00:00+00, ,,Months,Lee,2025/08/22 19:21:02+00
630904.173900001,238122.3795,643,UCFP414,Male,2.5,CR951 in southbound lanes.  Located 2km north of intersection with Rattlesnake Hammock Rd.,Vehicular trauma,2022,2022/01/03 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
668835.248599999,326346.8823,644,UCFP415,Male,3,"US27, 1.6 miles SE of SR29 junction",Vehicular trauma,2022,2022/01/09 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
642922.0524,249705.7109,645,UCFP416,Male,2,Golden Gate Blvd.  Between 20th and 22nd St SE (1.25 mi west of Everglades Blvd),Vehicular trauma,2022,2022/01/15 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
653819.395599999,273429.7491,646,UCFP417,Female,3,"Carson Rd, just north of Roy Way in Immokalee",Vehicular trauma,2022,2022/01/28 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
675526.937100001,292045.1021,647,UCFP418,Male,5,"CR832, 260m west of Collins Slough Rd.  Just east of Keri Rd. curve.",Vehicular trauma,2022,2022/02/08 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
691536.2991,304947.8746,648,UCFP419,Female,1.5,"Flaghole Rd, 3.9 km ( 2.4 mi)  S of US 27, WSW of Clewiston.",Vehicular trauma,2022,2022/02/18 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
648095.194899999,280170.646,649,UCFP420,Male,1.5,"On SR82, 1.2km east of junction with Corkscrew Road.  Panther was hit in east bound lanes.",Vehicular trauma,2022,2022/02/28 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
697542.835200001,265410.6147,650,UCFP421,Female,1.5,CR833 approximately 1.8km north of the Big Cypress Seminole Indian Reservation,Vehicular trauma,2022,2022/03/27 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
658800.586199999,317488.2921,651,UCFP422,Female,4,SR29 Chapparal Slough,Vehicular trauma,2022,2022/04/11 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
612420.7575,451532.1651,652,UCFP423,Male,2.5,570 westbound ~100m south of US92,Vehicular trauma,2022,2022/04/17 00:00:00+00, ,,Years,Polk,2025/08/22 19:21:02+00
666135.074700002,328066.1275,653,UCFP424,Female,2,US27 between the bridges over Fisheating Creek,Vehicular trauma,2022,2022/05/10 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
620276.816599999,281366.6348,654,UCFP425,Female,10,Treeline Ave.  1/2 mile north of Terminal Access Rd,Vehicular trauma,2022,2022/05/14 00:00:00+00, ,,Months,Lee,2025/08/22 19:21:02+00
635258.304499999,302009.9296,655,UCFP426,Male,2,"Goggin Road, 765m south (0.5 miles) of SR80; NW corner of Alva Scrub Preserve.",Vehicular trauma,2022,2022/05/16 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
636276.763999999,226513.4939,656,UCFP427,Male,3,US41 5 miles SE of CR951,Vehicular trauma,2022,2022/05/20 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
639648.4443,261242.9272,657,UCFP428,Female,4,"Immokalee Rd, 2.02km (1.25 miles) south of Wild Turkey Dr.",Vehicular trauma,2022,2022/07/09 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
657211.178599998,269307.2708,658,UCFP429,Female,8,CR846 near Bethune Ave.  Just south of Immokalee.,Vehicular trauma,2022,2022/07/12 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
651063.458299998,241284.5752,659,UCFP430,Female,2,"I-75 (Alligator Alley), MM 89.  South bound lane",Vehicular trauma,2022,2022/07/21 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
638475.677700002,300746.2765,660,UCFP431,Male,2,"Intersection of Joel Blvd/Edwards Dr., north of Lehigh Acres near Alva. 1.25 mi south of SR80",Vehicular trauma,2022,2022/08/25 00:00:00+00, ,,Years,Lee,2025/08/22 19:21:02+00
702902.494600002,259434.8072,661,UCFP432,Female,2,CR833 on the Big Cypress Seminole Indian Reservation.  South right-of-way on Josie Billie Highway.  Near the rodeo stadium.,Vehicular trauma,2022,2022/09/08 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
682124.312600002,292273.4741,662,UCFP433,Male,2.5,"Keri Rd, 3.4km west of CR833",Vehicular trauma,2022,2022/10/29 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
664548.645399999,264520.5067,663,UCFP434,Female,4,SR29 at Owl Hammock curve,Vehicular trauma,2022,2022/11/13 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
580715.036800001,432521.8818,664,UCFP435,Male,1.5,"West Keysville Road, 970 m east of junction with Turkey Creek Rd",Vehicular trauma,2022,2022/12/01 00:00:00+00, ,,Years,Hillsborough,2025/08/22 19:21:02+00
646814.1686,280525.6435,665,UCFP436,Female,3,SR82 & Corkscrew Rd,Vehicular trauma,2022,2022/12/07 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
668966.409499999,271581.9754,666,UCFP437,Female,2.5,"CR846, 660m (0.4 mi) west of Thorpe Rd.",Vehicular trauma,2023,2023/01/09 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
642031.411800001,249690.2401,667,UCFP438,Female,3.5,Golden Gate Boulevard east of 16th St.,Vehicular trauma,2023,2023/01/30 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
705520.720899999,259635.9049,668,UCFP439,Male,1,Big Cypress Seminole Indian Reservation.  Josie Billie Highway.  Canal on north side of road with a nearby crossing to cattle pasture to the north.,Vehicular trauma,2023,2023/02/26 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
650009.0506,256875.7902,669,UCFP440,Male,4,"Oil Well Rd,. just west of Oil Well Grade",Vehicular trauma,2023,2023/05/26 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
664999.013900001,254452.5065,670,UCFP441,Female,6,"west shoulder of SR29, Sunniland area",Vehicular trauma,2023,2023/06/09 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
665060.926800001,253090.6682,671,UCFP442,Female,3.5,Approximately 3/4 mile south of Sunniland entrance,Vehicular trauma,2023,2023/06/12 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
647784.499699999,252074.5046,672,UCFP443,Female,2.75,found on east side of Desoto Blvd. between 10th and 12th Av. NE,Vehicular trauma,2023,2023/08/29 00:00:00+00, ,,Months,Collier,2025/08/22 19:21:02+00
632535.519499999,241276.9433,673,UCFP444,Male,2.5,75N between toll plaza and exit 101,Vehicular trauma,2023,2023/09/18 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
678836.030999999,292162.5341,674,UCFP445,Male,2.5,"Keri Rd, 6.7 km (4.2m) west of CR833.",Vehicular trauma,2023,2023/11/06 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
643831.792800002,329068.1899,675,UCFP446,Female,4,"CR74, 5k (3.1 miles) west of CR731",Vehicular trauma,2023,2023/11/07 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
685045.940200001,305627.3036,676,UCFP447,Male,2,Location was 3km south of SR80 on CR833.  Area of intensive agriculture,Vehicular trauma,2023,2023/11/12 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
633626.495099999,254269.1101,677,UCFP448,Male,4,Impact occurred in eastbound lanes and carcass ended up in the bike lane.  Was right at the intersection of Richards Rd and Immokalee Rd.,Vehicular trauma,2023,2023/11/12 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
663979.554000001,336933.9054,678,UCFP449,Male,5,"USHwy 27, 1.8 km south SR17",Vehicular trauma,2023,2023/11/26 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
654334.207899999,310735.3914,679,UCFP450,Male,1.5,"Discovered a deceased animal within a rain culvert, partially submerged in water.




Discovered a deceased animal within a rain culvert, partially submerged in water.

Found male panther deceased within a rain culvert, partially submerged in water.",Vehicular trauma,2024,2024/01/09 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
673881.460499998,291983.1081,680,UCFP451,Male,4,CR832.  3.75 mi east of Wild Cow Grade,Vehicular trauma,2024,2024/01/11 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
685653.409499999,289049.6163,681,UCFP452,Female,2.5,"CR833, 0.75 mile south of Hill Grade Rd",Vehicular trauma,2024,2024/01/17 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
665878.0132,328206.2808,682,UCFP453,Male,2.5,Panther was hit on the railroad bridge that crosses over Fisheasting Creek.,Other,2024,2024/02/01 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
649203.442299999,223500.235,683,UCFP454,Female,2,"Located about 1.5m from shore, just at the top of the T in the Faka-Union Canal in PSSF.  Had been floating in the canal for at least 2 days.",Unknown,2024,2024/03/06 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
711751.956900001,244845.0751,684,UCFP455,Female,4.5,East bound lanes of Alligator Alley (I75) on south shoulder.  Just east of Miami Mud Canal underpass. No high fencing on this portion of 75.,Vehicular trauma,2024,2024/03/21 00:00:00+00, ,,Years,Broward,2025/08/22 19:21:02+00
680768.5233,359262.9868,685,UCFP456,Male,2.5,Panther was found immediately off highway 70 by FWC Officer Brown. Surrounding area is predominantly agriculture.,Vehicular trauma,2024,2024/03/31 00:00:00+00, ,,Years,Glades,2025/08/22 19:21:02+00
649866.6642,256898.4139,686,UCFP457,Female,4.5,"Was reported as injured under guard rail,  found in forest just across canal next to the road.",Vehicular trauma,2024,2024/04/02 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
697514.222899999,265519.1928,687,UCFP458,Male,45355,"Killed on CR833 (Josie Billie Highway, off Seminole Reservation), 7.9 km south of CR835.",Vehicular trauma,2024,2024/04/12 00:00:00+00, ,,Years,Hendry,2025/08/22 19:21:02+00
672019.740899999,260951.2003,688,UCFP459,Male,2,"Countyline RD, 1.6 km north of Oilwell Rd",Vehicular trauma,2024,2024/04/15 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
657375.681299999,263493.7565,689,UCFP460,Male,3,Camp Keais Rd near Anthem Pkwy. Adjacent to citrus grove.,Vehicular trauma,2024,2024/04/16 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
637779.518800002,254652.9108,690,UCFP461,Male,1.5,"Immokalee Road, 700 m west of Wilson Blvd",Vehicular trauma,2024,2024/05/04 00:00:00+00, ,,Years,Collier,2025/08/22 19:21:02+00
628782.7333,274373.8307,691,UCFP462,Unknown, ,NE Intersection of Alico Rd and Corkscrew Rd,Unknown,2024,2024/06/14 00:00:00+00, ,, ,Lee,2025/08/22 19:21:02+00
